,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
336,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
337,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
338,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Gasoline or Alcohol
339,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
340,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
341,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
342,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
343,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
344,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
345,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Dynamite/TNT
346,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
347,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
348,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
349,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
350,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
351,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Other Explosive Type
352,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
353,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
354,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
355,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
356,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
357,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
358,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
359,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
360,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
361,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
362,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
363,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
364,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
365,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
366,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
367,Bombing/Explosion,No,No,No,No,No,Yes,Explosives,Unknown Explosive Type
368,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
369,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
370,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
371,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
372,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
373,Assassination,No,No,No,Yes,No,No,Explosives,Other Explosive Type
374,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
375,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
376,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
377,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
378,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
379,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
380,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
381,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
382,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
383,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
384,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
385,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,Yes,Unknown,Unknown
386,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
387,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
388,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
389,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
390,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
391,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
392,Assassination,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
393,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
394,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
395,Hijacking,Yes,Yes,No,No,No,Yes,Unknown,Unknown
396,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
397,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
398,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
399,Assassination,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
400,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
401,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
402,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
403,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
404,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
405,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
406,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
407,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
408,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
409,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
410,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
411,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
412,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
413,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
414,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
415,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
416,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
417,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
418,Assassination,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
419,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
420,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
421,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
422,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
423,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
424,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
425,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
426,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
427,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
428,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
429,Bombing/Explosion,No,No,No,No,No,No,Explosives,Pipe Bomb
430,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
431,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
432,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
433,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
434,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
435,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Firearms,Unknown Gun Type
436,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
437,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
438,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
439,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
440,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
441,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
442,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
443,Assassination,No,No,No,Yes,No,No,Explosives,Remote Trigger
444,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
445,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
446,Bombing/Explosion,No,No,No,No,No,No,Explosives,Other Explosive Type
447,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
448,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
449,Assassination,No,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
450,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
451,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
452,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
453,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
454,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Remote Trigger
455,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
456,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
457,Armed Assault,Yes,Yes,Yes,No,No,No,Firearms,Unknown Gun Type
458,Bombing/Explosion,No,No,No,No,No,No,Explosives,Letter Bomb
459,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
460,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
461,Bombing/Explosion,Yes,No,No,Yes,No,No,Melee,"Hands, Feet, Fists"
462,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Gasoline or Alcohol
463,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
464,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
465,Assassination,No,No,No,Yes,No,No,Explosives,Vehicle
466,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
467,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
468,Bombing/Explosion,Yes,Yes,Unknown,Yes,No,No,Firearms,Unknown Gun Type
469,Hostage Taking (Kidnapping),Yes,Yes,Unknown,Yes,No,No,Unknown,Unknown
470,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
471,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
472,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
473,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
474,Bombing/Explosion,No,No,No,No,No,Yes,Explosives,Letter Bomb
475,Bombing/Explosion,No,No,No,No,No,Yes,Explosives,Letter Bomb
476,Bombing/Explosion,No,No,No,No,No,Yes,Explosives,Letter Bomb
477,Armed Assault,Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown
478,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
479,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
480,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
481,Bombing/Explosion,Yes,No,No,Unknown,No,Yes,Explosives,Letter Bomb
482,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
483,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
484,Armed Assault,Yes,No,No,Unknown,No,No,Unknown,Unknown
485,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
486,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
487,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
488,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Arson/Fire
489,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
490,Armed Assault,Yes,No,No,No,No,Yes,Firearms,Unknown Gun Type
491,Unknown,Yes,No,No,No,No,No,Unknown,Unknown
492,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
493,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
494,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
495,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
496,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
497,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
498,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
499,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
500,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Unknown Gun Type
501,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Unknown Gun Type
502,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Unknown Gun Type
503,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Unknown Gun Type
504,Armed Assault,Yes,No,No,Unknown,No,Yes,Firearms,Unknown Gun Type
505,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Other Explosive Type
506,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
507,Armed Assault,Yes,Yes,Unknown,No,No,No,Unknown,Unknown
508,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
509,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
510,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Letter Bomb
511,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
512,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
513,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
514,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
515,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
516,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
517,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
518,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
519,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
520,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
521,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
522,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
523,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
524,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
525,Armed Assault,Yes,Yes,Unknown,Unknown,No,No,Unknown,Unknown
526,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
527,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
528,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
529,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
530,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
531,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
532,Bombing/Explosion,No,No,No,No,No,Yes,Explosives,Other Explosive Type
533,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Time Fuse
534,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
535,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
536,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
537,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
538,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
539,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Pipe Bomb
540,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
541,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
542,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
543,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
544,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
545,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
546,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
547,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
548,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
549,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
550,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
551,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
552,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
553,Assassination,Yes,No,No,Yes,Yes,No,Explosives,Suicide (carried bodily by human being)
554,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
555,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
556,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
557,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
558,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
559,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
560,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
561,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
562,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
563,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
564,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
565,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
566,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
567,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
568,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
569,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
570,Bombing/Explosion,Yes,No,No,No,Yes,No,Explosives,Suicide (carried bodily by human being)
571,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
572,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
573,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
574,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
575,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
576,Assassination,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
577,Assassination,No,No,No,Yes,No,No,Explosives,Other Explosive Type
578,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
579,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
580,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
581,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
582,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
583,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
584,Armed Assault,Yes,No,No,No,No,No,Firearms,Handgun
585,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
586,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Unknown,Unknown
587,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
588,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
589,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
590,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
591,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
592,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
593,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
594,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
595,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
596,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
597,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
598,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Firearms,Unknown Gun Type
599,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
600,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
601,Assassination,Yes,No,No,No,No,No,Firearms,Other Gun Type
602,Bombing/Explosion,No,No,No,No,No,No,Explosives,Land Mine
603,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
604,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
605,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
606,Unknown,No,No,No,No,No,No,Unknown,Unknown
607,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
608,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Unknown Gun Type
609,Armed Assault,Yes,No,No,No,No,No,Firearms,Handgun
610,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
611,Assassination,No,No,No,Unknown,No,No,Unknown,Unknown
612,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
613,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
614,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
615,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
616,Armed Assault,Yes,Yes,Unknown,No,No,No,Melee,Knife or Other Sharp Object
617,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
618,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
619,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
620,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
621,Armed Assault,Yes,No,No,Unknown,No,No,Firearms,Automatic Weapon
622,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Other Explosive Type
623,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Sticky Bomb
624,Bombing/Explosion,Yes,No,No,Unknown,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
625,Assassination,No,No,No,Yes,No,No,Explosives,Other Explosive Type
626,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
627,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
628,Armed Assault,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
629,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
630,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
631,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
632,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Other Explosive Type
633,Bombing/Explosion,No,No,No,No,Yes,No,Explosives,Suicide (carried bodily by human being)
634,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Time Fuse
635,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
636,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
637,Armed Assault,Yes,Yes,No,No,No,No,Unknown,Unknown
638,Hostage Taking (Kidnapping),Yes,Yes,Unknown,No,No,No,Unknown,Unknown
639,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
640,Armed Assault,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
