,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
354,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
355,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
356,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
357,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
358,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
359,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
360,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
361,Bombing/Explosion,No,No,No,No,No,No,Explosives,Grenade
362,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
363,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
364,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
365,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
366,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
367,Assassination,Yes,No,No,No,No,No,Explosives,Unknown Explosive Type
368,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
369,Assassination,No,No,No,No,No,No,Explosives,Other Explosive Type
370,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
371,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
372,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
373,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
374,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
375,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
376,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
377,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
378,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
379,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
380,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
381,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
382,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
383,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
384,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
385,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
386,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
387,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
388,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
389,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
390,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
391,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
392,Unknown,Yes,Yes,No,Yes,No,No,Unknown,Unknown
393,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
394,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
395,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
396,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
397,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
398,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
399,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
400,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
401,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
402,Unarmed Assault,Yes,No,No,Yes,No,No,Chemical,Poisoning
403,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
404,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
405,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
406,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
407,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
408,Hijacking,Yes,Yes,No,No,No,No,Unknown,Unknown
409,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
410,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
411,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
412,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
413,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
414,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
415,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
416,Hostage Taking (Barricade Incident),Yes,No,No,Yes,No,No,Unknown,Unknown
417,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
418,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
419,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
420,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
421,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
422,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
423,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
424,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
425,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
426,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Melee,Blunt Object
427,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Melee,Blunt Object
428,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
429,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
430,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
431,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
432,Assassination,Yes,No,No,No,No,No,Firearms,Rifle/Shotgun (non-automatic)
433,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
434,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
435,Assassination,No,No,No,No,No,No,Firearms,Automatic Weapon
436,Assassination,Yes,No,No,No,No,No,Melee,Blunt Object
437,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
438,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
439,Hostage Taking (Kidnapping),Yes,No,No,No,No,No,Unknown,Unknown
440,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
441,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
442,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
443,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
444,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
445,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
446,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
447,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
448,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
449,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
450,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
451,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
452,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
453,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
454,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
455,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
456,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
457,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
458,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
459,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
460,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
461,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
462,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
463,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
464,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
465,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
466,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
467,Assassination,No,No,No,No,No,No,Firearms,Handgun
468,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
469,Unarmed Assault,Yes,No,No,Yes,No,No,Melee,Blunt Object
470,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
471,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
472,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
473,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
474,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
475,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
476,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
477,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
478,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
479,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
480,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
481,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
482,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
483,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
484,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
485,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
486,Unarmed Assault,Yes,No,No,Yes,No,No,Melee,Blunt Object
487,Unarmed Assault,Yes,No,No,Yes,No,No,Melee,Blunt Object
488,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
489,Unarmed Assault,Yes,No,No,Yes,No,No,Melee,Blunt Object
490,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
491,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
492,Unarmed Assault,Yes,No,No,Yes,No,Yes,Other,Unknown
493,Unarmed Assault,Yes,No,No,Yes,No,Yes,Other,Unknown
494,Assassination,Yes,No,No,Yes,No,No,Explosives,Vehicle
495,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
496,Assassination,No,No,No,No,No,No,Incendiary,Unknown
497,Assassination,No,No,No,No,No,No,Melee,Suffocation
498,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
499,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
500,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
501,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
502,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
503,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
504,Facility/Infrastructure Attack,No,No,No,Yes,No,No,Incendiary,Unknown
505,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
506,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
507,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
508,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
509,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
510,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
511,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
512,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Knife or Other Sharp Object
513,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
514,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Blunt Object
515,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
516,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
517,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
518,Assassination,No,No,No,No,No,No,Firearms,Handgun
519,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
520,Assassination,No,No,No,No,No,No,Firearms,Handgun
521,Assassination,No,No,No,No,No,No,Explosives,Unknown Explosive Type
522,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
523,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
524,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
525,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
526,Armed Assault,No,No,No,Yes,No,No,Incendiary,Unknown
527,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
528,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
529,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
530,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
531,Assassination,No,No,No,No,No,No,Firearms,Handgun
532,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
533,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
534,Hostage Taking (Barricade Incident),Yes,Yes,No,No,No,No,Unknown,Unknown
535,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
536,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
537,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
538,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
539,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
540,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
541,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
542,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
543,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
544,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
545,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
546,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
547,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
548,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
549,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
550,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
551,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
552,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
553,Assassination,Yes,No,No,No,No,No,Melee,Rope or Other Strangling Device
554,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
555,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
556,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
557,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
558,Assassination,Yes,No,No,No,No,No,Melee,"Hands, Feet, Fists"
559,Assassination,No,No,No,No,No,No,Melee,"Hands, Feet, Fists"
560,Assassination,No,No,No,No,No,No,Firearms,Handgun
561,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
562,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
563,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
564,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
565,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
566,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Handgun
567,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
568,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
569,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
570,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
571,Assassination,No,No,No,No,No,No,Melee,Knife or Other Sharp Object
572,Armed Assault,Yes,No,No,No,No,No,Firearms,Automatic Weapon
573,Hostage Taking (Barricade Incident),Yes,Yes,No,Yes,No,No,Unknown,Unknown
574,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
575,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
576,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
577,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
578,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
579,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
580,Armed Assault,No,No,No,Yes,No,No,Firearms,Automatic Weapon
581,Unknown,Yes,Yes,No,Yes,No,No,Unknown,Unknown
582,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
583,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
584,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
585,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
586,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
587,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
588,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
589,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
590,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
591,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
592,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
593,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
594,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
595,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
596,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
597,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
598,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
599,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
600,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
601,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
602,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
603,Facility/Infrastructure Attack,Yes,No,No,Yes,No,Yes,Incendiary,Unknown
604,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
605,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
606,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
607,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
608,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
609,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
610,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
611,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
612,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
613,Bombing/Explosion,Yes,No,No,Yes,Yes,No,Explosives,Vehicle
614,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
615,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
616,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
617,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
618,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
619,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
620,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
621,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
622,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
623,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
624,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
625,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
626,Assassination,Yes,No,No,No,No,No,Firearms,Rifle/Shotgun (non-automatic)
627,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
628,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
629,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
630,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
631,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
632,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
633,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
634,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
635,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
636,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
637,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
638,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
639,Assassination,Yes,No,No,No,No,Yes,Other,Unknown
640,Assassination,Yes,No,No,No,No,Yes,Other,Unknown
641,Assassination,Yes,No,No,No,No,No,Incendiary,Arson/Fire
642,Hostage Taking (Kidnapping),Yes,Yes,Yes,No,No,No,Firearms,Handgun
643,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
644,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
645,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
646,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
647,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
648,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
649,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
650,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
651,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
652,Assassination,Yes,No,No,No,No,No,Firearms,Rifle/Shotgun (non-automatic)
653,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
654,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
655,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
656,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
657,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
658,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
659,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
660,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
661,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
662,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
663,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
664,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
665,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
666,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
667,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
668,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
669,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
